reservation_id,restaurant_id,customer_id,reservation_date,reservation_time,party_size,table_number,special_occasion,dietary_requirements,status,created_at,confirmed_at,cancelled_at,cancellation_reason,no_show,deposit_amount,deposit_status
RES_1135,golden-spoon-001,CUST5180,27-10-2025,18:00:00,2,TABLE_13,BIRTHDAY,No shellfish,CONFIRMED,2025-10-22T00:00:00,2025-10-25T00:00:00,,,FALSE,0,REFUNDED
RES_1136,golden-spoon-001,CUST5140,25-09-2025,20:15:00,2,TABLE_08,ANNIVERSARY,Vegan,COMPLETED,2025-09-19T00:00:00,2025-09-21T00:00:00,,,FALSE,1000,NA
RES_1137,golden-spoon-001,CUST5425,14-09-2025,21:45:00,2,TABLE_16,ANNIVERSARY,,COMPLETED,2025-08-31T00:00:00,2025-09-08T00:00:00,,,FALSE,1000,PAID
RES_1138,golden-spoon-001,CUST5296,11-11-2025,19:15:00,2,TABLE_01,,Vegetarian,NO_SHOW,2025-10-29T00:00:00,2025-11-06T00:00:00,,,TRUE,0,REFUNDED
RES_1139,golden-spoon-001,CUST5374,06-11-2025,21:45:00,4,TABLE_01,,,COMPLETED,2025-11-04T00:00:00,2025-11-06T00:00:00,,,FALSE,1000,PAID
RES_1140,golden-spoon-001,CUST5040,06-12-2025,18:30:00,6,TABLE_11,ANNIVERSARY,No shellfish,CANCELLED,2025-12-04T00:00:00,,2025-12-03T00:00:00,Restaurant closed,FALSE,1000,REFUNDED
RES_1141,golden-spoon-001,CUST5350,26-09-2025,21:30:00,2,TABLE_09,,,CANCELLED,2025-09-25T00:00:00,,2025-09-26T00:00:00,Customer request,FALSE,0,NA
RES_1142,golden-spoon-001,CUST5236,14-09-2025,19:00:00,8,TABLE_02,BIRTHDAY,Vegan,CONFIRMED,2025-09-06T00:00:00,2025-09-07T00:00:00,,,FALSE,1000,PAID
RES_1143,golden-spoon-001,CUST5201,30-09-2025,19:00:00,4,TABLE_08,ANNIVERSARY,Vegan,CONFIRMED,2025-09-21T00:00:00,2025-09-26T00:00:00,,,FALSE,0,REFUNDED
RES_1144,golden-spoon-001,CUST5058,27-11-2025,19:45:00,6,TABLE_08,,Vegetarian,NO_SHOW,2025-11-22T00:00:00,2025-11-24T00:00:00,,,TRUE,0,PAID
RES_1145,golden-spoon-001,CUST5246,15-10-2025,20:00:00,2,TABLE_13,,No shellfish,CONFIRMED,2025-10-09T00:00:00,2025-10-09T00:00:00,,,FALSE,1000,NA
RES_1146,golden-spoon-001,CUST5112,17-11-2025,18:15:00,2,TABLE_12,,No shellfish,CANCELLED,2025-11-04T00:00:00,,2025-11-17T00:00:00,Restaurant closed,FALSE,1000,NA
RES_1147,golden-spoon-001,CUST5184,24-11-2025,19:30:00,2,TABLE_08,ANNIVERSARY,,COMPLETED,2025-11-23T00:00:00,2025-11-21T00:00:00,,,FALSE,0,NA
RES_1148,golden-spoon-001,CUST5375,15-11-2025,21:00:00,4,TABLE_07,,Vegetarian,CONFIRMED,2025-11-09T00:00:00,2025-11-15T00:00:00,,,FALSE,0,NA
RES_1149,golden-spoon-001,CUST5099,16-10-2025,18:30:00,2,TABLE_08,,,COMPLETED,2025-10-09T00:00:00,2025-10-13T00:00:00,,,FALSE,0,REFUNDED
RES_1150,golden-spoon-001,CUST5399,18-09-2025,18:00:00,2,TABLE_09,,,NO_SHOW,2025-09-07T00:00:00,2025-09-16T00:00:00,,,TRUE,0,REFUNDED
RES_1151,golden-spoon-001,CUST5043,31-10-2025,21:45:00,4,TABLE_03,BUSINESS_MEETING,,COMPLETED,2025-10-28T00:00:00,2025-10-27T00:00:00,,,FALSE,1000,REFUNDED
RES_1152,golden-spoon-001,CUST5051,25-10-2025,21:30:00,2,TABLE_01,ANNIVERSARY,No shellfish,COMPLETED,2025-10-14T00:00:00,2025-10-21T00:00:00,,,FALSE,0,NA
RES_1153,golden-spoon-001,CUST5354,26-11-2025,19:00:00,2,TABLE_01,BUSINESS_MEETING,,COMPLETED,2025-11-17T00:00:00,2025-11-24T00:00:00,,,FALSE,1000,PAID
RES_1154,golden-spoon-001,CUST5200,17-10-2025,20:15:00,6,TABLE_08,,No shellfish,CONFIRMED,2025-10-15T00:00:00,2025-10-10T00:00:00,,,FALSE,0,NA
RES_1155,golden-spoon-001,CUST5158,16-11-2025,19:15:00,4,TABLE_02,BIRTHDAY,Vegan,NO_SHOW,2025-11-11T00:00:00,2025-11-14T00:00:00,,,TRUE,0,REFUNDED
RES_1156,golden-spoon-001,CUST5056,22-09-2025,21:45:00,4,TABLE_09,ANNIVERSARY,Vegan,CANCELLED,2025-09-18T00:00:00,,2025-09-21T00:00:00,Customer request,FALSE,0,REFUNDED
RES_1157,golden-spoon-001,CUST5317,29-09-2025,19:45:00,2,TABLE_07,,,CONFIRMED,2025-09-18T00:00:00,2025-09-22T00:00:00,,,FALSE,1000,NA
RES_1158,golden-spoon-001,CUST5224,17-11-2025,20:00:00,4,TABLE_03,,,COMPLETED,2025-11-16T00:00:00,2025-11-12T00:00:00,,,FALSE,1000,REFUNDED
RES_1159,golden-spoon-001,CUST5302,04-11-2025,19:45:00,2,TABLE_12,ANNIVERSARY,Vegetarian,NO_SHOW,2025-10-22T00:00:00,2025-11-01T00:00:00,,,TRUE,1000,PAID
RES_1160,golden-spoon-001,CUST5114,30-09-2025,20:15:00,4,TABLE_08,BIRTHDAY,No shellfish,CONFIRMED,2025-09-24T00:00:00,2025-09-25T00:00:00,,,FALSE,1000,PAID
RES_1161,golden-spoon-001,CUST5227,13-11-2025,21:30:00,2,TABLE_14,BIRTHDAY,Vegetarian,COMPLETED,2025-11-01T00:00:00,2025-11-13T00:00:00,,,FALSE,0,NA
RES_1162,golden-spoon-001,CUST5483,29-09-2025,19:15:00,2,TABLE_12,,,CONFIRMED,2025-09-26T00:00:00,2025-09-25T00:00:00,,,FALSE,1000,REFUNDED
RES_1163,golden-spoon-001,CUST5478,05-10-2025,19:00:00,4,TABLE_04,BIRTHDAY,Vegan,CANCELLED,2025-09-30T00:00:00,,2025-10-04T00:00:00,Restaurant closed,FALSE,0,REFUNDED
RES_1164,golden-spoon-001,CUST5337,31-10-2025,20:30:00,2,TABLE_15,,,COMPLETED,2025-10-23T00:00:00,2025-10-30T00:00:00,,,FALSE,0,NA
RES_1165,golden-spoon-001,CUST5303,17-09-2025,18:15:00,2,TABLE_05,,Vegan,CONFIRMED,2025-09-10T00:00:00,2025-09-13T00:00:00,,,FALSE,0,PAID
RES_1166,golden-spoon-001,CUST5219,15-09-2025,21:15:00,4,TABLE_18,BUSINESS_MEETING,,CONFIRMED,2025-09-02T00:00:00,2025-09-14T00:00:00,,,FALSE,1000,NA
RES_1167,golden-spoon-001,CUST5389,06-12-2025,20:30:00,2,TABLE_08,,Vegan,NO_SHOW,2025-11-24T00:00:00,2025-11-29T00:00:00,,,TRUE,0,NA
RES_1168,golden-spoon-001,CUST5027,12-11-2025,19:00:00,2,TABLE_10,,No shellfish,CONFIRMED,2025-11-01T00:00:00,2025-11-06T00:00:00,,,FALSE,1000,NA
RES_1169,golden-spoon-001,CUST5368,19-09-2025,21:00:00,4,TABLE_08,BIRTHDAY,,CONFIRMED,2025-09-05T00:00:00,2025-09-17T00:00:00,,,FALSE,1000,NA
RES_1170,golden-spoon-001,CUST5350,03-11-2025,20:00:00,4,TABLE_18,,No shellfish,CONFIRMED,2025-10-27T00:00:00,2025-11-03T00:00:00,,,FALSE,0,NA
RES_1171,golden-spoon-001,CUST5209,15-09-2025,18:45:00,4,TABLE_06,BUSINESS_MEETING,Vegan,CONFIRMED,2025-09-09T00:00:00,2025-09-13T00:00:00,,,FALSE,0,REFUNDED
RES_1172,golden-spoon-001,CUST5181,26-11-2025,18:45:00,2,TABLE_16,BIRTHDAY,Vegetarian,CANCELLED,2025-11-19T00:00:00,,2025-11-26T00:00:00,Customer request,FALSE,1000,REFUNDED
RES_1173,golden-spoon-001,CUST5360,21-10-2025,18:00:00,2,TABLE_09,BUSINESS_MEETING,,CONFIRMED,2025-10-16T00:00:00,2025-10-18T00:00:00,,,FALSE,0,PAID
RES_1174,golden-spoon-001,CUST5166,28-10-2025,20:45:00,2,TABLE_11,BIRTHDAY,,NO_SHOW,2025-10-14T00:00:00,2025-10-28T00:00:00,,,TRUE,0,PAID
RES_1175,golden-spoon-001,CUST5457,23-11-2025,21:00:00,2,TABLE_06,,,CONFIRMED,2025-11-18T00:00:00,2025-11-16T00:00:00,,,FALSE,1000,PAID
RES_1176,golden-spoon-001,CUST5422,25-09-2025,20:30:00,4,TABLE_06,,Vegetarian,CONFIRMED,2025-09-24T00:00:00,2025-09-19T00:00:00,,,FALSE,0,PAID
RES_1177,golden-spoon-001,CUST5296,18-09-2025,21:45:00,2,TABLE_09,ANNIVERSARY,,CONFIRMED,2025-09-10T00:00:00,2025-09-15T00:00:00,,,FALSE,0,NA
RES_1178,golden-spoon-001,CUST5299,03-12-2025,19:15:00,4,TABLE_01,ANNIVERSARY,No shellfish,CONFIRMED,2025-11-25T00:00:00,2025-11-27T00:00:00,,,FALSE,0,PAID
RES_1179,golden-spoon-001,CUST5482,07-10-2025,21:15:00,4,TABLE_01,,,COMPLETED,2025-10-01T00:00:00,2025-10-07T00:00:00,,,FALSE,0,NA
RES_1180,golden-spoon-001,CUST5434,24-09-2025,18:30:00,2,TABLE_09,BUSINESS_MEETING,,CONFIRMED,2025-09-19T00:00:00,2025-09-18T00:00:00,,,FALSE,1000,NA
RES_1181,golden-spoon-001,CUST5345,10-11-2025,20:00:00,4,TABLE_17,,Vegan,CANCELLED,2025-11-01T00:00:00,,2025-11-10T00:00:00,Customer request,FALSE,0,NA
RES_1182,golden-spoon-001,CUST5436,17-11-2025,18:45:00,4,TABLE_15,,,COMPLETED,2025-11-13T00:00:00,2025-11-15T00:00:00,,,FALSE,1000,NA
RES_1183,golden-spoon-001,CUST5049,11-10-2025,20:15:00,2,TABLE_16,ANNIVERSARY,,CONFIRMED,2025-10-05T00:00:00,2025-10-07T00:00:00,,,FALSE,0,PAID
RES_1184,golden-spoon-001,CUST5442,12-10-2025,20:45:00,2,TABLE_16,ANNIVERSARY,No shellfish,CONFIRMED,2025-09-29T00:00:00,2025-10-11T00:00:00,,,FALSE,0,PAID
RES_1185,golden-spoon-001,CUST5140,14-10-2025,21:45:00,2,TABLE_03,ANNIVERSARY,Vegetarian,COMPLETED,2025-10-01T00:00:00,2025-10-11T00:00:00,,,FALSE,0,NA
RES_1186,golden-spoon-001,CUST5031,07-10-2025,19:45:00,4,TABLE_09,BUSINESS_MEETING,Vegan,CONFIRMED,2025-09-29T00:00:00,2025-10-02T00:00:00,,,FALSE,0,PAID
RES_1187,golden-spoon-001,CUST5114,13-11-2025,21:45:00,4,TABLE_16,,Vegan,CONFIRMED,2025-11-12T00:00:00,2025-11-12T00:00:00,,,FALSE,1000,PAID
RES_1188,golden-spoon-001,CUST5358,16-10-2025,20:30:00,2,TABLE_16,BUSINESS_MEETING,Vegetarian,NO_SHOW,2025-10-12T00:00:00,2025-10-15T00:00:00,,,TRUE,0,PAID
RES_1189,golden-spoon-001,CUST5309,30-10-2025,19:45:00,2,TABLE_02,,Vegan,CANCELLED,2025-10-27T00:00:00,,2025-10-28T00:00:00,Customer request,FALSE,0,PAID
RES_1190,golden-spoon-001,CUST5419,27-11-2025,21:00:00,2,TABLE_13,,Vegan,CONFIRMED,2025-11-17T00:00:00,2025-11-25T00:00:00,,,FALSE,1000,REFUNDED
RES_1191,golden-spoon-001,CUST5479,15-10-2025,19:30:00,2,TABLE_19,,Vegan,COMPLETED,2025-10-08T00:00:00,2025-10-12T00:00:00,,,FALSE,0,PAID
RES_1192,golden-spoon-001,CUST5125,05-11-2025,18:30:00,2,TABLE_18,ANNIVERSARY,No shellfish,COMPLETED,2025-10-27T00:00:00,2025-11-02T00:00:00,,,FALSE,0,PAID
RES_1193,golden-spoon-001,CUST5376,26-10-2025,21:00:00,4,TABLE_11,BIRTHDAY,,CONFIRMED,2025-10-21T00:00:00,2025-10-21T00:00:00,,,FALSE,0,REFUNDED
RES_1194,golden-spoon-001,CUST5106,24-10-2025,20:00:00,6,TABLE_17,ANNIVERSARY,,CONFIRMED,2025-10-14T00:00:00,2025-10-23T00:00:00,,,FALSE,0,NA
RES_1195,golden-spoon-001,CUST5003,11-10-2025,20:15:00,2,TABLE_01,,Vegetarian,CONFIRMED,2025-10-10T00:00:00,2025-10-04T00:00:00,,,FALSE,0,REFUNDED
RES_1196,golden-spoon-001,CUST5120,04-12-2025,21:45:00,8,TABLE_19,BUSINESS_MEETING,Vegetarian,CANCELLED,2025-11-30T00:00:00,,2025-12-01T00:00:00,Customer request,FALSE,0,NA
RES_1197,golden-spoon-001,CUST5426,25-10-2025,21:45:00,2,TABLE_03,BUSINESS_MEETING,Vegan,CONFIRMED,2025-10-11T00:00:00,2025-10-20T00:00:00,,,FALSE,1000,NA
RES_1198,golden-spoon-001,CUST5185,13-11-2025,20:30:00,2,TABLE_06,BIRTHDAY,No shellfish,CONFIRMED,2025-11-01T00:00:00,2025-11-07T00:00:00,,,FALSE,1000,REFUNDED
RES_1199,golden-spoon-001,CUST5173,29-11-2025,18:30:00,6,TABLE_04,,,CONFIRMED,2025-11-28T00:00:00,2025-11-26T00:00:00,,,FALSE,1000,REFUNDED
RES_1200,golden-spoon-001,CUST5266,07-12-2025,20:30:00,6,TABLE_15,,,NO_SHOW,2025-11-28T00:00:00,2025-12-02T00:00:00,,,TRUE,1000,PAID
RES_1201,golden-spoon-001,CUST5392,15-10-2025,21:00:00,2,TABLE_09,BUSINESS_MEETING,Vegan,CONFIRMED,2025-10-05T00:00:00,2025-10-10T00:00:00,,,FALSE,0,NA
RES_1202,golden-spoon-001,CUST5084,24-11-2025,20:15:00,4,TABLE_13,ANNIVERSARY,,CONFIRMED,2025-11-15T00:00:00,2025-11-17T00:00:00,,,FALSE,1000,PAID
RES_1203,golden-spoon-001,CUST5174,16-09-2025,21:45:00,2,TABLE_15,,No shellfish,CONFIRMED,2025-09-12T00:00:00,2025-09-12T00:00:00,,,FALSE,1000,NA
RES_1204,golden-spoon-001,CUST5036,12-09-2025,21:30:00,6,TABLE_02,,,COMPLETED,2025-09-04T00:00:00,2025-09-11T00:00:00,,,FALSE,1000,NA
RES_1205,golden-spoon-001,CUST5024,26-10-2025,19:45:00,2,TABLE_13,BIRTHDAY,Vegetarian,CONFIRMED,2025-10-25T00:00:00,2025-10-21T00:00:00,,,FALSE,1000,PAID
RES_1206,golden-spoon-001,CUST5313,17-09-2025,20:45:00,2,TABLE_19,ANNIVERSARY,Vegan,CANCELLED,2025-09-07T00:00:00,,2025-09-16T00:00:00,Weather,FALSE,0,NA
RES_1207,golden-spoon-001,CUST5325,02-12-2025,19:00:00,4,TABLE_14,BIRTHDAY,,CONFIRMED,2025-11-18T00:00:00,2025-11-30T00:00:00,,,FALSE,0,REFUNDED
RES_1208,golden-spoon-001,CUST5441,16-09-2025,20:15:00,4,TABLE_19,,Vegan,COMPLETED,2025-09-04T00:00:00,2025-09-13T00:00:00,,,FALSE,0,REFUNDED
RES_1209,golden-spoon-001,CUST5333,11-11-2025,19:15:00,2,TABLE_17,BUSINESS_MEETING,Vegan,CONFIRMED,2025-11-06T00:00:00,2025-11-05T00:00:00,,,FALSE,0,PAID
RES_1210,golden-spoon-001,CUST5320,31-10-2025,19:00:00,2,TABLE_01,ANNIVERSARY,Vegan,CONFIRMED,2025-10-18T00:00:00,2025-10-28T00:00:00,,,FALSE,1000,REFUNDED
RES_1211,golden-spoon-001,CUST5448,25-11-2025,19:30:00,4,TABLE_03,ANNIVERSARY,,CANCELLED,2025-11-20T00:00:00,,2025-11-23T00:00:00,Customer request,FALSE,0,PAID
RES_1212,golden-spoon-001,CUST5051,15-09-2025,20:45:00,4,TABLE_04,BUSINESS_MEETING,Vegan,CONFIRMED,2025-09-03T00:00:00,2025-09-11T00:00:00,,,FALSE,1000,NA
RES_1213,golden-spoon-001,CUST5232,09-10-2025,21:30:00,4,TABLE_19,BUSINESS_MEETING,,CONFIRMED,2025-10-04T00:00:00,2025-10-03T00:00:00,,,FALSE,1000,PAID
RES_1214,golden-spoon-001,CUST5248,05-11-2025,21:00:00,4,TABLE_17,,,CONFIRMED,2025-10-25T00:00:00,2025-10-29T00:00:00,,,FALSE,0,NA
RES_1215,golden-spoon-001,CUST5131,15-11-2025,20:15:00,2,TABLE_18,BUSINESS_MEETING,No shellfish,CONFIRMED,2025-11-08T00:00:00,2025-11-08T00:00:00,,,FALSE,0,PAID
RES_1216,golden-spoon-001,CUST5170,03-12-2025,18:15:00,4,TABLE_09,,Vegetarian,COMPLETED,2025-11-27T00:00:00,2025-11-27T00:00:00,,,FALSE,1000,PAID
RES_1217,golden-spoon-001,CUST5007,05-11-2025,19:15:00,2,TABLE_06,BUSINESS_MEETING,No shellfish,CONFIRMED,2025-10-25T00:00:00,2025-10-31T00:00:00,,,FALSE,0,NA
RES_1218,golden-spoon-001,CUST5289,21-10-2025,21:00:00,2,TABLE_19,BUSINESS_MEETING,,CANCELLED,2025-10-15T00:00:00,,2025-10-21T00:00:00,Restaurant closed,FALSE,0,PAID
RES_1219,golden-spoon-001,CUST5329,25-10-2025,19:45:00,4,TABLE_18,,Vegetarian,NO_SHOW,2025-10-23T00:00:00,2025-10-23T00:00:00,,,TRUE,1000,REFUNDED
RES_1220,golden-spoon-001,CUST5419,02-12-2025,20:45:00,2,TABLE_19,,,CANCELLED,2025-11-28T00:00:00,,2025-12-01T00:00:00,Weather,FALSE,1000,NA
RES_1221,golden-spoon-001,CUST5420,21-11-2025,20:00:00,6,TABLE_18,BUSINESS_MEETING,,CONFIRMED,2025-11-15T00:00:00,2025-11-16T00:00:00,,,FALSE,1000,NA
RES_1222,golden-spoon-001,CUST5365,21-10-2025,21:15:00,4,TABLE_04,BIRTHDAY,Vegetarian,COMPLETED,2025-10-07T00:00:00,2025-10-21T00:00:00,,,FALSE,0,NA
RES_1223,golden-spoon-001,CUST5130,11-09-2025,19:00:00,4,TABLE_08,BIRTHDAY,Vegan,COMPLETED,2025-09-02T00:00:00,2025-09-04T00:00:00,,,FALSE,0,REFUNDED
RES_1224,golden-spoon-001,CUST5123,21-09-2025,21:00:00,2,TABLE_12,,,CONFIRMED,2025-09-18T00:00:00,2025-09-16T00:00:00,,,FALSE,0,PAID
RES_1225,golden-spoon-001,CUST5219,22-09-2025,19:00:00,2,TABLE_16,BIRTHDAY,,COMPLETED,2025-09-10T00:00:00,2025-09-21T00:00:00,,,FALSE,1000,PAID
RES_1226,golden-spoon-001,CUST5095,08-12-2025,18:00:00,2,TABLE_01,,No shellfish,COMPLETED,2025-12-01T00:00:00,2025-12-02T00:00:00,,,FALSE,0,NA
RES_1227,golden-spoon-001,CUST5311,24-10-2025,20:30:00,4,TABLE_16,,Vegetarian,CONFIRMED,2025-10-22T00:00:00,2025-10-21T00:00:00,,,FALSE,0,PAID
RES_1228,golden-spoon-001,CUST5173,06-10-2025,21:00:00,2,TABLE_02,,Vegetarian,CANCELLED,2025-09-22T00:00:00,,2025-10-06T00:00:00,Restaurant closed,FALSE,0,PAID
RES_1229,golden-spoon-001,CUST5026,09-10-2025,20:15:00,4,TABLE_14,,Vegan,COMPLETED,2025-10-02T00:00:00,2025-10-06T00:00:00,,,FALSE,1000,NA
RES_1230,golden-spoon-001,CUST5081,25-09-2025,18:15:00,4,TABLE_18,,,NO_SHOW,2025-09-19T00:00:00,2025-09-22T00:00:00,,,TRUE,1000,NA
RES_1231,golden-spoon-001,CUST5119,01-11-2025,18:45:00,4,TABLE_09,ANNIVERSARY,,COMPLETED,2025-10-29T00:00:00,2025-10-26T00:00:00,,,FALSE,1000,REFUNDED
RES_1232,golden-spoon-001,CUST5280,12-10-2025,18:15:00,6,TABLE_17,,,NO_SHOW,2025-10-05T00:00:00,2025-10-12T00:00:00,,,TRUE,1000,PAID
RES_1233,golden-spoon-001,CUST5114,31-10-2025,20:00:00,4,TABLE_17,BIRTHDAY,Vegetarian,CONFIRMED,2025-10-21T00:00:00,2025-10-29T00:00:00,,,FALSE,1000,PAID
RES_1234,golden-spoon-001,CUST5309,09-12-2025,18:30:00,4,TABLE_15,BIRTHDAY,,CONFIRMED,2025-11-29T00:00:00,2025-12-05T00:00:00,,,FALSE,0,REFUNDED
RES_1235,golden-spoon-001,CUST5430,24-10-2025,19:30:00,4,TABLE_10,ANNIVERSARY,No shellfish,CONFIRMED,2025-10-14T00:00:00,2025-10-18T00:00:00,,,FALSE,0,PAID
RES_1236,golden-spoon-001,CUST5404,28-10-2025,20:00:00,2,TABLE_05,BIRTHDAY,Vegan,COMPLETED,2025-10-27T00:00:00,2025-10-24T00:00:00,,,FALSE,0,REFUNDED
RES_1237,golden-spoon-001,CUST5173,11-10-2025,21:15:00,4,TABLE_19,BIRTHDAY,,CONFIRMED,2025-10-07T00:00:00,2025-10-07T00:00:00,,,FALSE,0,PAID
RES_1238,golden-spoon-001,CUST5019,07-11-2025,19:00:00,8,TABLE_18,BIRTHDAY,,CANCELLED,2025-11-01T00:00:00,,2025-11-05T00:00:00,Customer request,FALSE,1000,REFUNDED
RES_1239,golden-spoon-001,CUST5170,23-09-2025,20:00:00,4,TABLE_13,BUSINESS_MEETING,No shellfish,CONFIRMED,2025-09-13T00:00:00,2025-09-19T00:00:00,,,FALSE,1000,REFUNDED
RES_1240,golden-spoon-001,CUST5443,02-11-2025,20:15:00,2,TABLE_07,,No shellfish,CONFIRMED,2025-10-31T00:00:00,2025-10-30T00:00:00,,,FALSE,0,PAID
RES_1241,golden-spoon-001,CUST5130,05-10-2025,21:15:00,2,TABLE_02,,,COMPLETED,2025-09-25T00:00:00,2025-10-02T00:00:00,,,FALSE,1000,REFUNDED
RES_1242,golden-spoon-001,CUST5488,07-12-2025,18:30:00,2,TABLE_02,,,CONFIRMED,2025-11-27T00:00:00,2025-12-06T00:00:00,,,FALSE,0,PAID
RES_1243,golden-spoon-001,CUST5085,02-12-2025,18:15:00,2,TABLE_11,BIRTHDAY,Vegetarian,NO_SHOW,2025-11-25T00:00:00,2025-11-30T00:00:00,,,TRUE,0,PAID
RES_1244,golden-spoon-001,CUST5420,12-10-2025,18:15:00,2,TABLE_02,BIRTHDAY,,CONFIRMED,2025-09-28T00:00:00,2025-10-05T00:00:00,,,FALSE,0,NA
RES_1245,golden-spoon-001,CUST5151,14-11-2025,19:45:00,4,TABLE_03,BUSINESS_MEETING,,CONFIRMED,2025-11-09T00:00:00,2025-11-09T00:00:00,,,FALSE,1000,REFUNDED
RES_1246,golden-spoon-001,CUST5187,16-09-2025,18:00:00,2,TABLE_18,,,CONFIRMED,2025-09-15T00:00:00,2025-09-14T00:00:00,,,FALSE,1000,PAID
RES_1247,golden-spoon-001,CUST5479,12-09-2025,19:00:00,2,TABLE_16,BUSINESS_MEETING,Vegan,CONFIRMED,2025-09-08T00:00:00,2025-09-08T00:00:00,,,FALSE,1000,NA
RES_1248,golden-spoon-001,CUST5200,04-12-2025,18:30:00,4,TABLE_13,BIRTHDAY,Vegan,COMPLETED,2025-11-28T00:00:00,2025-12-03T00:00:00,,,FALSE,0,REFUNDED
RES_1249,golden-spoon-001,CUST5489,26-11-2025,20:00:00,2,TABLE_13,ANNIVERSARY,,CONFIRMED,2025-11-15T00:00:00,2025-11-22T00:00:00,,,FALSE,0,REFUNDED
RES_1250,golden-spoon-001,CUST5357,15-09-2025,18:45:00,4,TABLE_03,,Vegan,CONFIRMED,2025-09-03T00:00:00,2025-09-13T00:00:00,,,FALSE,0,PAID
RES_1251,golden-spoon-001,CUST5127,06-10-2025,19:30:00,2,TABLE_13,,,COMPLETED,2025-09-27T00:00:00,2025-10-04T00:00:00,,,FALSE,0,NA
RES_1252,golden-spoon-001,CUST5152,23-09-2025,19:45:00,2,TABLE_15,,,CONFIRMED,2025-09-09T00:00:00,2025-09-23T00:00:00,,,FALSE,1000,REFUNDED
RES_1253,golden-spoon-001,CUST5057,23-11-2025,20:00:00,2,TABLE_10,ANNIVERSARY,,CANCELLED,2025-11-09T00:00:00,,2025-11-20T00:00:00,Weather,FALSE,1000,PAID
RES_1254,golden-spoon-001,CUST5157,26-09-2025,19:45:00,4,TABLE_06,BUSINESS_MEETING,No shellfish,COMPLETED,2025-09-12T00:00:00,2025-09-26T00:00:00,,,FALSE,1000,PAID
RES_1255,golden-spoon-001,CUST5009,12-10-2025,21:15:00,8,TABLE_08,,,CONFIRMED,2025-10-05T00:00:00,2025-10-06T00:00:00,,,FALSE,0,PAID
RES_1256,golden-spoon-001,CUST5355,26-10-2025,18:00:00,2,TABLE_19,ANNIVERSARY,Vegetarian,CONFIRMED,2025-10-18T00:00:00,2025-10-21T00:00:00,,,FALSE,1000,PAID
RES_1257,golden-spoon-001,CUST5198,16-09-2025,21:45:00,2,TABLE_15,BUSINESS_MEETING,Vegan,CONFIRMED,2025-09-14T00:00:00,2025-09-10T00:00:00,,,FALSE,1000,NA
RES_1258,golden-spoon-001,CUST5326,04-11-2025,19:00:00,2,TABLE_05,BIRTHDAY,,COMPLETED,2025-10-28T00:00:00,2025-10-31T00:00:00,,,FALSE,1000,REFUNDED
RES_1259,golden-spoon-001,CUST5369,04-11-2025,21:45:00,2,TABLE_09,BIRTHDAY,Vegan,CONFIRMED,2025-10-27T00:00:00,2025-10-31T00:00:00,,,FALSE,1000,REFUNDED
RES_1260,golden-spoon-001,CUST5343,08-12-2025,18:00:00,4,TABLE_15,ANNIVERSARY,,CANCELLED,2025-12-04T00:00:00,,2025-12-08T00:00:00,Restaurant closed,FALSE,0,NA
RES_1261,golden-spoon-001,CUST5218,15-11-2025,18:45:00,2,TABLE_05,BIRTHDAY,,NO_SHOW,2025-11-02T00:00:00,2025-11-11T00:00:00,,,TRUE,1000,PAID
RES_1262,golden-spoon-001,CUST5417,25-11-2025,20:15:00,2,TABLE_05,ANNIVERSARY,,COMPLETED,2025-11-14T00:00:00,2025-11-20T00:00:00,,,FALSE,1000,NA
RES_1263,golden-spoon-001,CUST5394,19-10-2025,18:00:00,2,TABLE_16,,No shellfish,CANCELLED,2025-10-07T00:00:00,,2025-10-19T00:00:00,Restaurant closed,FALSE,0,PAID
RES_1264,golden-spoon-001,CUST5308,15-11-2025,20:30:00,4,TABLE_08,,Vegan,COMPLETED,2025-11-02T00:00:00,2025-11-12T00:00:00,,,FALSE,1000,REFUNDED
RES_1265,golden-spoon-001,CUST5286,03-12-2025,19:15:00,8,TABLE_17,,Vegan,CONFIRMED,2025-11-25T00:00:00,2025-12-01T00:00:00,,,FALSE,0,NA
RES_1266,golden-spoon-001,CUST5339,07-11-2025,21:45:00,2,TABLE_16,ANNIVERSARY,No shellfish,COMPLETED,2025-10-25T00:00:00,2025-11-01T00:00:00,,,FALSE,1000,REFUNDED
RES_1267,golden-spoon-001,CUST5056,01-11-2025,20:30:00,2,TABLE_06,BUSINESS_MEETING,Vegan,CONFIRMED,2025-10-20T00:00:00,2025-11-01T00:00:00,,,FALSE,1000,PAID
RES_1268,golden-spoon-001,CUST5182,17-11-2025,18:15:00,2,TABLE_02,,Vegan,CONFIRMED,2025-11-03T00:00:00,2025-11-11T00:00:00,,,FALSE,1000,PAID
RES_1269,golden-spoon-001,CUST5455,17-09-2025,20:45:00,2,TABLE_16,,,CONFIRMED,2025-09-07T00:00:00,2025-09-10T00:00:00,,,FALSE,1000,NA
RES_1270,golden-spoon-001,CUST5283,13-10-2025,19:45:00,2,TABLE_16,ANNIVERSARY,No shellfish,NO_SHOW,2025-10-06T00:00:00,2025-10-06T00:00:00,,,TRUE,0,PAID
RES_1271,golden-spoon-001,CUST5456,18-09-2025,20:15:00,2,TABLE_08,,,COMPLETED,2025-09-12T00:00:00,2025-09-13T00:00:00,,,FALSE,0,REFUNDED
